"SE0000603367","AB Edsbyns Elverk, B","2017-03-20",620,200,"0"
"SE0001775503","Active Properties AB, A","2017-03-20",0.5,3300,"0"
"SE0001775511","Active Properties AB, B","2017-03-20",0.5,119100,"0"
"MI5590468016","Alvestaglass Partners Sweden AB","2017-03-20",90,22760,"0"
"SE0003086198","Älvsborgsvind AB","2017-03-20",35,500,"0"
"SE0003848613","Box Destilleri AB, B","2017-03-20",26,8000,"0"
"SE0000201253","Dala Energi AB, A","2017-03-20",14.5,1000,"0"
"SE0005334703","Euroforest AB, B","2017-03-20",110,500,"0"
"SE0001662263","Pepins Group AB","2017-03-20",1700,81,"0"
"SE0007525316","Rasta Group AB","2017-03-20",8.5,29000,"0"
"SE0000105397","Rederi AB Gotland, B","2017-03-20",1320,120,"0"
"SE0009495898","Slättens Vind AB","2017-03-20",60,1000,"0"
"SE0006964847","Slitevind AB","2017-03-20",29,1000,"0"
"SE0000418550","Spiltan, Investment AB","2017-03-20",6500,403,"0"
"SE0008730535","Train Alliance Sweden AB","2017-03-20",17,77000,"0"
"SE0001321761","Triona AB","2017-03-20",18.5,80,"0"
