"SE0001775503","Active Properties AB, A","2016-05-16",0.5,1000,"0"
"SE0001775511","Active Properties AB, B","2016-05-16",0.5,3500,"0"
"SE0003848613","Box Destilleri AB, B","2016-05-16",23,16300,"0"
"SE0006080461","Clean Oil Technology","2016-05-16",2,2000,"0"
"SE0000201253","Dala Energi AB, A","2016-05-16",12.8,3805,"0"
"SE0005218740","Dialect AB, B","2016-05-16",85,2000,"0"
"SE0000191496","Elajo Invest AB, B","2016-05-16",275,100,"0"
"SE0001823352","Garpco AB, B","2016-05-16",128,980,"0"
"SE0001662263","Pepins Group AB","2016-05-16",550,20,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2016-05-16",4.5,5500,"0"
"SE0007525316","Rasta Group AB","2016-05-16",4.5,6500,"0"
"SE0000416570","SenseAir AB, B","2016-05-16",9.1,10000,"0"
"SE0006964847","Slitevind AB","2016-05-16",37,7200,"0"
"SE0000418550","Spiltan, Investment AB","2016-05-16",5000,739,"0"
"SE0004330397","Spiltan, Investment AB, Pref","2016-05-16",4800,96,"0"
"SE0001321761","Triona AB","2016-05-16",20,2000,"0"
