"SE0001775503","Active Properties AB, A","2016-04-14",0.5,3200,"0"
"SE0001775511","Active Properties AB, B","2016-04-14",0.5,760683,"0"
"SE0004750297","Bohusvind AB, B","2016-04-14",22,300,"0"
"SE0003848613","Box Destilleri AB, B","2016-04-14",23,150,"0"
"SE0000201253","Dala Energi AB, A","2016-04-14",12,12376,"0"
"SE0005218740","Dialect AB, B","2016-04-14",80,1000,"0"
"SE0000191496","Elajo Invest AB, B","2016-04-14",260,200,"0"
"SE0005334703","Euroforest AB, B","2016-04-14",121,3576,"0"
"SE0001823352","Garpco AB, B","2016-04-14",128,400,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2016-04-14",4.5,1490,"0"
"SE0007525316","Rasta Group AB","2016-04-14",4.5,1100,"0"
"SE0006964847","Slitevind AB","2016-04-14",39,900,"0"
"SE0000418550","Spiltan, Investment AB","2016-04-14",5000,441,"0"
"SE0004330397","Spiltan, Investment AB, Pref","2016-04-14",5000,24,"0"
"SE0003088541","Xavitech AB, B ","2016-04-14",14,250,"0"
