"SE0000603342","AB Edsbyns Elverk, A","2017-02-20",480,300,"0"
"SE0000603367","AB Edsbyns Elverk, B","2017-02-20",630,272,"0"
"SE0001775503","Active Properties AB, A","2017-02-20",0.5,2700,"0"
"SE0001775511","Active Properties AB, B","2017-02-20",0.5,4900,"0"
"SE0003086198","Älvsborgsvind AB","2017-02-20",34.5,200,"0"
"SE0004750289","Bohusvind AB, A","2017-02-20",35,,"0"
"SE0004750297","Bohusvind AB, B","2017-02-20",15,,"0"
"SE0003848613","Box Destilleri AB, B","2017-02-20",25,4100,"0"
"SE0000519928","Centrecourt AB","2017-02-20",0.07,,"0"
"SE0006080461","Clean Oil Technology","2017-02-20",1.25,10000,"0"
"SE0000201253","Dala Energi AB, A","2017-02-20",12,15122,"0"
"SE0000191496","Elajo Invest AB, B","2017-02-20",230,300,"0"
"SE0005334703","Euroforest AB, B","2017-02-20",126,0,"0"
"SE0000667750","Forsstrom High Frequency AB ","2017-02-20",6,1000,"0"
"SE0001823352","Garpco AB, B","2017-02-20",162,0,"0"
"SE0001662263","Pepins Group AB","2017-02-20",1700,561,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2017-02-20",5.2,13600,"0"
"SE0007525316","Rasta Group AB","2017-02-20",9.5,99600,"0"
"SE0000105371","Rederi AB Gotland, A","2017-02-20",1390,20,"0"
"SE0000105397","Rederi AB Gotland, B","2017-02-20",1340,150,"0"
"SE0000416570","SenseAir AB, B","2017-02-20",21,6000,"0"
"SE0009495898","Slättens Vind AB","2017-02-20",60,1265,"0"
"SE0006964847","Slitevind AB","2017-02-20",31,20583,"0"
"SE0000418550","Spiltan, Investment AB","2017-02-20",5800,947,"0"
"SE0007191705","St Petersburg Property Company AB","2017-02-20",30,0,"0"
"SE0001321761","Triona AB","2017-02-20",19,,"0"
