"2017-06-19","SE0001823352","Garpco AB, B","Köp",180,500,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",160,200,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",200,200,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,400,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Sälj",210,400,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",200,50,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,400,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,200,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,250,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Sälj",210,0,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,250,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,100,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,100,"Nej","0"
"2017-06-19","SE0001823352","Garpco AB, B","Köp",210,200,"Nej","0"
