"SE0000603342","AB Edsbyns Elverk, A","2017-06-19",400,0,"0"
"SE0000603367","AB Edsbyns Elverk, B","2017-06-19",590,0,"0"
"SE0009690522","ACR Aviation Capacity Resources AB","2017-06-19",60,0,"0"
"SE0001775503","Active Properties AB, A","2017-06-19",0.7,0,"0"
"SE0001775511","Active Properties AB, B","2017-06-19",0.87,0,"0"
"MI5590468016","Alvestaglass Partners Sweden AB","2017-06-19",100,10036,"0"
"SE0003086198","Älvsborgsvind AB","2017-06-19",39,300,"0"
"SE0004750289","Bohusvind AB, A","2017-06-19",35,,"0"
"SE0004750297","Bohusvind AB, B","2017-06-19",13,0,"0"
"SE0003848613","Box Destilleri AB, B","2017-06-19",27,794,"0"
"SE0000519928","Centrecourt AB","2017-06-19",0.07,,"0"
"SE0006080461","Clean Oil Technology","2017-06-19",0.87,24000,"0"
"SE0000201253","Dala Energi AB, A","2017-06-19",13,97057,"0"
"SE0000191496","Elajo Invest AB, B","2017-06-19",200,0,"0"
"MI5590643295","Escapat Partners Sweden AB (publ)","2017-06-19",65,3152,"0"
"SE0005334703","Euroforest AB, B","2017-06-19",130,256,"0"
"SE0000667750","Forsstrom High Frequency AB ","2017-06-19",6,0,"0"
"SE0001823352","Garpco AB, B","2017-06-19",210,400,"0"
"SE0002590984","Ledsjö Vind AB","2017-06-19",200,0,"0"
"SE0001662263","Pepins Group AB","2017-06-19",1500,83,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2017-06-19",3,3013,"0"
"SE0007525316","Rasta Group AB","2017-06-19",9.2,500,"0"
"SE0000105371","Rederi AB Gotland, A","2017-06-19",1220,0,"0"
"SE0000105397","Rederi AB Gotland, B","2017-06-19",1220,0,"0"
"SE0009495898","Slättens Vind AB","2017-06-19",56,1000,"0"
"SE0006964847","Slitevind AB","2017-06-19",27.5,0,"0"
"SE0000418550","Spiltan, Investment AB","2017-06-19",7500,442,"0"
"SE0007191705","St Petersburg Property Company AB","2017-06-19",27,0,"0"
"SE0008730535","Train Alliance Sweden AB","2017-06-19",15,14000,"0"
"SE0001321761","Triona AB","2017-06-19",19.8,,"0"
"MI5590468057","XTZ Partners Sweden AB (publ)","2017-06-19",18,7064,"0"
