"SE0000603342","AB Edsbyns Elverk, A","2016-03-21",450,0,"0"
"SE0000603367","AB Edsbyns Elverk, B","2016-03-21",670,,"0"
"SE0001775503","Active Properties AB, A","2016-03-21",0.47,101200,"0"
"SE0001775511","Active Properties AB, B","2016-03-21",0.47,200000,"0"
"SE0003086198","Älvsborgsvind AB","2016-03-21",34,500,"0"
"SE0004750289","Bohusvind AB, A","2016-03-21",35,,"0"
"SE0004750297","Bohusvind AB, B","2016-03-21",18,0,"0"
"SE0003848613","Box Destilleri AB, B","2016-03-21",23.1,600,"0"
"SE0000519928","Centrecourt AB","2016-03-21",0.07,,"0"
"SE0006080461","Clean Oil Technology","2016-03-21",0.5,0,"0"
"SE0000201253","Dala Energi AB, A","2016-03-21",11.3,0,"0"
"SE0005218740","Dialect AB, B","2016-03-21",85,5000,"0"
"SE0000191496","Elajo Invest AB, B","2016-03-21",200,0,"0"
"SE0000667750","Forsstrom High Frequency AB ","2016-03-21",5,0,"0"
"SE0001823352","Garpco AB, B","2016-03-21",128,3550,"0"
"SE0002590984","Ledsjö Vind AB","2016-03-21",220,0,"0"
"SE0001536467","MedCore AB","2016-03-21",0.4,,"0"
"SE0001662263","Pepins Group AB","2016-03-21",620,0,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2016-03-21",4.95,2000,"0"
"SE0007525316","Rasta Group AB","2016-03-21",4.4,0,"0"
"SE0000105371","Rederi AB Gotland, A","2016-03-21",1400,0,"0"
"SE0000105397","Rederi AB Gotland, B","2016-03-21",1380,,"0"
"SE0000416570","SenseAir AB, B","2016-03-21",7.7,9000,"0"
"SE0006964847","Slitevind AB","2016-03-21",39.5,5200,"0"
"SE0000418550","Spiltan, Investment AB","2016-03-21",4500,1800,"0"
"SE0004330397","Spiltan, Investment AB, Pref","2016-03-21",4350,40,"0"
"SE0001321761","Triona AB","2016-03-21",19,2000,"0"
"SE0003088541","Xavitech AB, B ","2016-03-21",14,0,"0"
