"SE0000603342","AB Edsbyns Elverk, A","2016-08-22",510,150,"0"
"SE0001775503","Active Properties AB, A","2016-09-19",0.5,4800,"0"
"SE0001775511","Active Properties AB, B","2016-09-19",0.5,35600,"0"
"SE0003086198","Älvsborgsvind AB","2016-09-19",38,100,"0"
"SE0003848613","Box Destilleri AB, B","2016-09-19",25.5,700,"0"
"SE0000201253","Dala Energi AB, A","2016-09-19",11.5,6301,"0"
"SE0000191496","Elajo Invest AB, B","2016-09-19",280,100,"0"
"SE0005334703","Euroforest AB, B","2016-09-19",121,6151,"0"
"SE0005334703","Euroforest AB, B","2016-09-21",124,1953,"0"
"SE0000667750","Forsstrom High Frequency AB ","2016-09-19",6.4,0,"0"
"SE0001823352","Garpco AB, B","2016-09-19",145,6800,"0"
"SE0001662263","Pepins Group AB","2016-09-22",900,80,"0"
"SE0001662263","Pepins Group AB","2016-09-19",900,170,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2016-09-19",5,0,"0"
"SE0007525316","Rasta Group AB","2016-09-19",7.8,1500,"0"
"SE0000105371","Rederi AB Gotland, A","2016-09-19",1430,0,"0"
"SE0000105397","Rederi AB Gotland, B","2016-09-19",1220,0,"0"
"SE0000416570","SenseAir AB, B","2016-09-19",11.7,10000,"0"
"SE0000418550","Spiltan, Investment AB","2016-09-19",5200,759,"0"
"SE0007191705","St Petersburg Property Company AB","2016-09-19",27,8285,"0"
"SE0001321761","Triona AB","2016-09-19",22,17000,"0"
"SE0001321761","Triona AB","2016-09-26",22,1000,"0"
