"SE0000603342","AB Edsbyns Elverk, A","2016-06-21",510,263,"0"
"SE0000603367","AB Edsbyns Elverk, B","2016-06-21",630,252,"0"
"SE0003848613","Box Destilleri AB, B","2016-06-21",25,1400,"0"
"SE0006080461","Clean Oil Technology","2016-06-21",2,1000,"0"
"SE0000201253","Dala Energi AB, A","2016-06-21",12.8,17390,"0"
"SE0005218740","Dialect AB, B","2016-06-21",85,150,"0"
"SE0005334703","Euroforest AB, B","2016-06-21",124,3766,"0"
"SE0001823352","Garpco AB, B","2016-06-21",128,600,"0"
"SE0001662263","Pepins Group AB","2016-06-21",810,182,"0"
"SE0007525316","Rasta Group AB","2016-06-21",5,15000,"0"
"SE0000416570","SenseAir AB, B","2016-06-21",10.3,10000,"0"
"SE0000418550","Spiltan, Investment AB","2016-06-21",5200,607,"0"
"SE0004330397","Spiltan, Investment AB, Pref","2016-06-21",5200,20,"0"
"SE0001321761","Triona AB","2016-06-21",21,3000,"0"
