"MI5590468016","Alvestaglass Partners Sweden AB","2017-06-15",100,1,"0"
"MI5590643295","Escapat Partners Sweden AB (publ)","2017-06-11",65,1,"0"
"MI5590468057","XTZ Partners Sweden AB (publ)","2017-06-12",18,1,"0"
