"SE0000603342","AB Edsbyns Elverk, A","2016-02-22",450,0,"0"
"SE0000603367","AB Edsbyns Elverk, B","2016-02-22",670,59,"0"
"SE0001775503","Active Properties AB, A","2016-02-22",0.38,0,"0"
"SE0001775511","Active Properties AB, B","2016-02-22",0.39,0,"0"
"SE0003086198","Älvsborgsvind AB","2016-02-22",34,250,"0"
"SE0004750289","Bohusvind AB, A","2016-02-22",35,,"0"
"SE0004750297","Bohusvind AB, B","2016-02-22",18,0,"0"
"SE0003848613","Box Destilleri AB, B","2016-02-22",23,500,"0"
"SE0000519928","Centrecourt AB","2016-02-22",0.07,,"0"
"SE0006080461","Clean Oil Technology","2016-02-22",0.5,0,"0"
"SE0000201253","Dala Energi AB, A","2016-02-22",12,5692,"0"
"SE0005218740","Dialect AB, B","2016-02-22",65,0,"0"
"SE0000191496","Elajo Invest AB, B","2016-02-22",250,550,"0"
"SE0000667750","Forsstrom High Frequency AB ","2016-02-22",5,0,"0"
"SE0001823352","Garpco AB, B","2016-02-22",126,2150,"0"
"SE0001536467","MedCore AB","2016-02-22",0.4,0,"0"
"SE0007412861","Moretime Financial Services AB, pref","2016-02-22",39,0,"0"
"SE0001662263","Pepins Group AB","2016-02-22",433,0,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2016-02-22",4.5,2350,"0"
"SE0000745143","Rasta Group AB","2016-02-22",4,10000,"0"
"SE0000105371","Rederi AB Gotland, A","2016-02-22",1400,,"0"
"SE0000105397","Rederi AB Gotland, B","2016-02-22",1380,,"0"
"SE0000416570","SenseAir AB, B","2016-02-22",8,0,"0"
"SE0006964847","Slitevind AB","2016-02-22",40,0,"0"
"SE0000418550","Spiltan, Investment AB","2016-02-22",3150,451,"0"
"SE0004330397","Spiltan, Investment AB, Pref","2016-02-22",3100,121,"0"
"SE0001321761","Triona AB","2016-02-22",18.2,10000,"0"
"SE0003088541","Xavitech AB, B ","2016-02-22",13,0,"0"
