"SE0000603342","AB Edsbyns Elverk, A","2016-08-22",510,150,"0"
"SE0000603367","AB Edsbyns Elverk, B","2016-08-22",630,488,"0"
"SE0001775503","Active Properties AB, A","2016-08-22",0.5,3200,"0"
"SE0001775511","Active Properties AB, B","2016-08-22",0.5,31450,"0"
"SE0003848613","Box Destilleri AB, B","2016-08-22",25,2300,"0"
"SE0000201253","Dala Energi AB, A","2016-08-22",12,19500,"0"
"SE0005218740","Dialect AB, B","2016-08-22",83,1140,"0"
"SE0005334703","Euroforest AB, B","2016-08-22",124,8775,"0"
"SE0000667750","Forsstrom High Frequency AB ","2016-08-22",6,7000,"0"
"SE0001823352","Garpco AB, B","2016-08-22",135,1100,"0"
"SE0001662263","Pepins Group AB","2016-08-22",860,187,"0"
"SE0007525316","Rasta Group AB","2016-08-22",5.5,39600,"0"
"SE0000416570","SenseAir AB, B","2016-08-22",12,15400,"0"
"SE0000418550","Spiltan, Investment AB","2016-08-22",6000,1307,"0"
"SE0001321761","Triona AB","2016-08-22",21,16810,"0"
