"SE0000603342","AB Edsbyns Elverk, A","2017-05-22",400,0,"0"
"SE0000603367","AB Edsbyns Elverk, B","2017-05-22",590,0,"0"
"SE0001775503","Active Properties AB, A","2017-05-22",0.6,0,"0"
"SE0001775511","Active Properties AB, B","2017-05-22",0.8,262280,"0"
"SE0003086198","Älvsborgsvind AB","2017-05-22",39,0,"0"
"SE0004750289","Bohusvind AB, A","2017-05-22",35,,"0"
"SE0004750297","Bohusvind AB, B","2017-05-22",23,0,"0"
"SE0003848613","Box Destilleri AB, B","2017-05-22",27,1000,"0"
"SE0000519928","Centrecourt AB","2017-05-22",0.07,,"0"
"SE0006080461","Clean Oil Technology","2017-05-22",2,0,"0"
"SE0000201253","Dala Energi AB, A","2017-05-22",13.2,1500,"0"
"SE0000191496","Elajo Invest AB, B","2017-05-22",220,0,"0"
"SE0005334703","Euroforest AB, B","2017-05-22",120,2919,"0"
"SE0000667750","Forsstrom High Frequency AB ","2017-05-22",6,0,"0"
"SE0001823352","Garpco AB, B","2017-05-22",200,1000,"0"
"SE0001662263","Pepins Group AB","2017-05-22",1500,420,"0"
"SE0002475343","Rabbalshede Kraft AB, B","2017-05-22",3,1000,"0"
"SE0007525316","Rasta Group AB","2017-05-22",9,49400,"0"
"SE0000105371","Rederi AB Gotland, A","2017-05-22",1150,0,"0"
"SE0000105397","Rederi AB Gotland, B","2017-05-22",1290,150,"0"
"SE0009495898","Slättens Vind AB","2017-05-22",56,1000,"0"
"SE0006964847","Slitevind AB","2017-05-22",30,800,"0"
"SE0007191705","St Petersburg Property Company AB","2017-05-22",27.5,17100,"0"
"SE0008730535","Train Alliance Sweden AB","2017-05-22",15,77500,"0"
"SE0001321761","Triona AB","2017-05-22",17.3,0,"0"
