"SE0000603367","AB Edsbyns Elverk, B","2016-11-14",620,41,"0"
"SE0001775503","Active Properties AB, A","2016-11-14",0.5,3400,"0"
"SE0001775511","Active Properties AB, B","2016-11-14",0.5,71800,"0"
"MI5590468016","Alvestaglass Partners Sweden AB","2016-11-11",73,6800,"0"
"SE0003086198","Älvsborgsvind AB","2016-11-14",35,200,"0"
"SE0003848613","Box Destilleri AB, B","2016-11-14",25,1471,"0"
"SE0000201253","Dala Energi AB, A","2016-11-14",11.8,30100,"0"
"SE0000191496","Elajo Invest AB, B","2016-11-14",260,100,"0"
"SE0005334703","Euroforest AB, B","2016-11-14",124,540,"0"
"SE0001823352","Garpco AB, B","2016-11-14",150,6305,"0"
"SE0001662263","Pepins Group AB","2016-11-14",1600,550,"0"
"SE0007525316","Rasta Group AB","2016-11-14",7.5,24700,"0"
"SE0000416570","SenseAir AB, B","2016-11-14",14.5,11500,"0"
"SE0009269251","Slitevind AB, TR","2016-11-15",1,4824,"0"
"SE0000418550","Spiltan, Investment AB","2016-11-14",4700,499,"0"
